"'data_estimativa'";"data_pagamento";"base_de_calculo";"perc_transmitido";"'finalidade_construcao'";"'logradouro'";"n_endereco";"n_unidade";"'complemento_endereco'";"'bairro'";"cep";"area_total_terreno";"area_constr_total";"area_constr_privativa";"ano_construcao";"'n_matricula_reg_imoveis'";"'n_zona_reg_imoveis'";"'situacao'"
"'2020-12-08'";"2020-12-08 00:00:00";"419265.42";"100.00";"'Apartamento > 4 Pavimentos'";"'av dezessete de agosto'";"2202""";"";"'apto 1101 condomínio casa forte residence'";"'Poco'";"";"892,5";"110,77";"110,77";"2003""";"''";"''";"'CONCLUIDO'"
"'2020-12-08'";"2020-12-08 00:00:00";"419265.42";"100.00";"'Apartamento > 4 Pavimentos'";"'av dezessete de agosto'";"2202""";"";"'apto 1101 condomínio casa forte residence'";"'Poco'";"";"892,5";"110,77";"110,77";"2003""";"''";"''";"'CONCLUIDO'"
"'2020-12-22'";"2020-12-22 00:00:00";"230000.00";"100.00";"'Apartamento <= 4 Pavimentos'";"'rua silveira lobo'";"57""";"";"'apto 0101 edf morada de casa forte'";"'Poco'";"";"351,0";"84,59";"84,59";"1986""";"''";"''";"'CONCLUIDO'"
"'2020-02-19'";"2020-02-19 00:00:00";"650000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua silveira lobo'";"21""";"";"'apto 1401 edf loft casa forte'";"'Poco'";"";"829,7";"170,14";"170,14";"2007""";"''";"''";"'CONCLUIDO'"
"'2020-06-23'";"2020-06-23 00:00:00";"445445.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua engenheiro oscar ferreira'";"101""";"";"'apto 1501 edf mirian esteves'";"'Poco'";"";"1237,22";"114,64";"114,64";"2001""";"''";"''";"'CONCLUIDO'"
"'2020-06-19'";"2020-06-19 00:00:00";"1200000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua jorge de albuquerque'";"31""";"";"'apto 202 edf duilio cabral da costa'";"'Poco'";"";"1960,0";"274,32";"274,32";"2009""";"''";"''";"'CONCLUIDO'"
"'2020-10-30'";"2020-10-30 00:00:00";"1314000.00";"100.00";"'Casa'";"'rua jader de andrade'";"321""";"";"''";"'Casa Forte'";"";"570,0";"383,25";"383,25";"1997""";"''";"''";"'CONCLUIDO'"
"'2020-10-22'";"2020-10-22 00:00:00";"938000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua tapacura'";"75""";"";"'apto 401 edf poço prince-bloco d'";"'Poco'";"";"5726,25";"222,34";"222,34";"2015""";"''";"''";"'CONCLUIDO'"
"'2020-12-04'";"2020-12-04 00:00:00";"551082.17";"100.00";"'Apartamento > 4 Pavimentos'";"'rua luiz guimaraes'";"411""";"";"'apto d203 bloco luiz guimarães'";"'Poco'";"";"9950,0";"159,3";"159,3";"2007""";"''";"''";"'CONCLUIDO'"
"'2020-12-02'";"2020-12-02 00:00:00";"553972.88";"100.00";"'Apartamento > 4 Pavimentos'";"'rua luiz guimaraes'";"411""";"";"'apto b301 bloco luiz guimarães'";"'Poco'";"";"9950,0";"159,3";"159,3";"2007""";"''";"''";"'CONCLUIDO'"
"'2020-01-07'";"2020-01-07 00:00:00";"562000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua luiz guimaraes'";"411""";"";"'apto c602 bloco luiz guimarães'";"'Poco'";"";"9950,0";"159,3";"159,3";"2007""";"''";"''";"'CONCLUIDO'"
"'2020-05-26'";"2020-05-26 00:00:00";"900000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua irma maria david'";"154""";"";"'apto 0502 edf maria diva'";"'Casa Forte'";"";"3777,97";"237,97";"237,97";"2003""";"''";"''";"'CONCLUIDO'"
"'2020-07-08'";"2020-07-08 00:00:00";"932237.28";"100.00";"'Apartamento > 4 Pavimentos'";"'rua irma maria david'";"154""";"";"'apto 1102 edf maria diva'";"'Casa Forte'";"";"3777,97";"237,97";"237,97";"2003""";"''";"''";"'CONCLUIDO'"
"'2020-04-16'";"2020-04-16 00:00:00";"740000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua irma maria david'";"200""";"";"'apto 101 edf maria flavia'";"'Casa Forte'";"";"2740,03";"203,31";"203,31";"2006""";"''";"''";"'CONCLUIDO'"
"'2020-06-29'";"2020-06-29 00:00:00";"780000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua irma maria david'";"200""";"";"'apto 201 edf maria flavia'";"'Casa Forte'";"";"2740,03";"203,31";"203,31";"2006""";"''";"''";"'CONCLUIDO'"
"'2020-05-26'";"2020-05-26 00:00:00";"780000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua irma maria david'";"200""";"";"'apto 201 edf maria flavia'";"'Casa Forte'";"";"2740,03";"203,31";"203,31";"2006""";"''";"''";"'CONCLUIDO'"
"'2020-01-08'";"2020-01-08 00:00:00";"666520.16";"100.00";"'Apartamento > 4 Pavimentos'";"'rua irma maria david'";"210""";"";"'apto 1201 edf maria inês'";"'Casa Forte'";"";"3637,5";"180,1";"180,1";"2006""";"''";"''";"'CONCLUIDO'"
"'2020-03-19'";"2020-03-19 00:00:00";"669795.70";"100.00";"'Apartamento > 4 Pavimentos'";"'rua irma maria david'";"210""";"";"'apto 1302 edf maria inês'";"'Casa Forte'";"";"3637,5";"180,1";"180,1";"2006""";"''";"''";"'CONCLUIDO'"
"'2020-11-17'";"2020-11-17 00:00:00";"580000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua jader de andrade'";"322""";"";"'apto 0402 edf ribeira dos arrecifes'";"'Casa Forte'";"";"867,26";"218,7";"218,7";"1989""";"''";"''";"'CONCLUIDO'"
"'2020-01-15'";"2020-01-15 00:00:00";"668700.72";"100.00";"'Apartamento > 4 Pavimentos'";"'rua jader de andrade'";"404""";"";"'apto 1704 edf camille flammarion'";"'Casa Forte'";"";"2835,14";"183,67";"183,67";"1997""";"''";"''";"'CONCLUIDO'"
"'2020-12-24'";"2020-12-24 00:00:00";"567500.00";"100.00";"'Casa'";"'rua ernesto rufino'";"54""";"";"''";"'Casa Forte'";"";"164,4";"161,95";"161,95";"1951""";"''";"''";"'CONCLUIDO'"
"'2020-09-20'";"2020-09-20 00:00:00";"1256422.45";"100.00";"'Apartamento > 4 Pavimentos'";"'rua jeronimo de albuquerque'";"188""";"";"'apto 1901 edf atibaia village'";"'Casa Forte'";"";"3455,28";"379,85";"379,85";"1988""";"''";"''";"'CONCLUIDO'"
"'2020-03-05'";"2020-03-05 00:00:00";"631000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua jeronimo de albuquerque'";"188""";"";"'apto 1503 edf atibaia village'";"'Casa Forte'";"";"3455,28";"183,51";"183,51";"1989""";"''";"''";"'CONCLUIDO'"
"'2020-07-22'";"2020-07-22 00:00:00";"920392.00";"100.00";"'Apartamento > 4 Pavimentos'";"'est das ubaias'";"419""";"";"'apto 1601 edf mairiporã village'";"'Casa Forte'";"";"2510,35";"324,73";"324,73";"1989""";"''";"''";"'CONCLUIDO'"
"'2020-11-04'";"2020-11-04 00:00:00";"760000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'est das ubaias'";"353""";"";"'apto 1701 edf tresor'";"'Casa Forte'";"";"2204,45";"170,71";"170,71";"2004""";"''";"''";"'CONCLUIDO'"
"'2020-02-14'";"2020-02-14 00:00:00";"1100000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'est das ubaias'";"311""";"";"'apto 1602 edf casa grande das ubaias-bloco a'";"'Casa Forte'";"";"7130,0";"291,7";"291,7";"1992""";"''";"''";"'CONCLUIDO'"
"'2020-09-21'";"2020-09-21 00:00:00";"780000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua marques de tamandare'";"62""";"";"'apto 201 edf platano'";"'Poco'";"";"1793,2";"200,32";"200,32";"2005""";"''";"''";"'CONCLUIDO'"
"'2020-03-27'";"2020-03-27 00:00:00";"818000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua marques de tamandare'";"62""";"";"'apto 902 edf platano'";"'Poco'";"";"1793,2";"196,59";"196,59";"2005""";"''";"''";"'CONCLUIDO'"
"'2020-09-29'";"2020-09-29 00:00:00";"800000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua marques de tamandare'";"62""";"";"'apto 502 edf platano'";"'Poco'";"";"1793,2";"200,32";"200,32";"2005""";"''";"''";"'CONCLUIDO'"
"'2020-07-30'";"2020-07-30 00:00:00";"880000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua marques de tamandare'";"62""";"";"'apto 1501 edf platano'";"'Poco'";"";"1793,2";"200,32";"200,32";"2005""";"''";"''";"'CONCLUIDO'"
"'2020-11-08'";"2020-11-08 00:00:00";"1277000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua marques de tamandare'";"162""";"";"'apto 801 edf sitio aguas claras'";"'Poco'";"";"2777,51";"301,17";"301,17";"2006""";"''";"''";"'CONCLUIDO'"
"'2020-04-08'";"2020-04-08 00:00:00";"1308000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua marques de tamandare'";"162""";"";"'apto 1302 edf sitio aguas claras'";"'Poco'";"";"2777,51";"301,17";"301,17";"2006""";"''";"''";"'CONCLUIDO'"
"'2020-03-23'";"2020-03-23 00:00:00";"1450000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua marques de tamandare'";"162""";"";"'apto 1902 edf sitio aguas claras'";"'Poco'";"";"2777,51";"301,17";"301,17";"2006""";"''";"''";"'CONCLUIDO'"
"'2020-12-01'";"2020-12-01 00:00:00";"1140904.74";"100.00";"'Apartamento > 4 Pavimentos'";"'rua luiz guimaraes'";"410""";"";"'apto 801 edf porto santa maria'";"'Poco'";"";"2678,0";"310,85";"310,85";"2007""";"''";"''";"'CONCLUIDO'"
"'2020-10-21'";"2020-10-21 00:00:00";"1198283.21";"100.00";"'Apartamento > 4 Pavimentos'";"'rua luiz guimaraes'";"410""";"";"'apto 1802 edf porto santa maria'";"'Poco'";"";"2678,0";"310,85";"310,85";"2007""";"''";"''";"'CONCLUIDO'"
"'2020-10-22'";"2020-10-22 00:00:00";"400000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua jader de andrade'";"109""";"";"'apto 0101 edf salerno'";"'Casa Forte'";"";"822,2";"180,39";"180,39";"1980""";"''";"''";"'CONCLUIDO'"
"'2020-10-27'";"2020-10-27 00:00:00";"440000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua jader de andrade'";"109""";"";"'apto 0401 edf salerno'";"'Casa Forte'";"";"822,2";"180,39";"180,39";"1980""";"''";"''";"'CONCLUIDO'"
"'2020-09-04'";"2020-09-04 00:00:00";"1725000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av dezessete de agosto'";"1820""";"";"'apto 0701 edf baraúna'";"'Casa Forte'";"";"4026,8";"379,69";"379,69";"1990""";"''";"''";"'CONCLUIDO'"
"'2020-08-13'";"2020-08-13 00:00:00";"2388759.00";"100.00";"'Casa'";"'av dezessete de agosto'";"1936""";"";"''";"'Casa Forte'";"";"819,0";"524,84";"524,84";"1953""";"''";"''";"'CONCLUIDO'"
"'2020-01-08'";"2020-01-08 00:00:00";"1383288.97";"100.00";"'Apartamento > 4 Pavimentos'";"'rua dona rita de souza'";"119""";"";"'apto 601 edf. jardins casa forte'";"'Casa Forte'";"";"3251,23";"368,88";"368,88";"2019""";"''";"''";"'CONCLUIDO'"
"'2020-01-20'";"2020-01-20 00:00:00";"807449.41";"100.00";"'Apartamento > 4 Pavimentos'";"'rua dona rita de souza'";"119""";"";"'apto 501 edf. jardins casa forte'";"'Casa Forte'";"";"3251,23";"368,88";"368,88";"2019""";"''";"''";"'CONCLUIDO'"
"'2020-02-20'";"2020-02-20 00:00:00";"1800000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua dona rita de souza'";"119""";"";"'apto 801 edf. jardins casa forte'";"'Casa Forte'";"";"3251,23";"368,88";"368,88";"2019""";"''";"''";"'CONCLUIDO'"
"'2020-02-11'";"2020-02-11 00:00:00";"807449.41";"100.00";"'Apartamento > 4 Pavimentos'";"'rua dona rita de souza'";"119""";"";"'apto 802 edf. jardins casa forte'";"'Casa Forte'";"";"3251,23";"368,88";"368,88";"2019""";"''";"''";"'CONCLUIDO'"
"'2020-05-08'";"2020-05-08 00:00:00";"1800000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua dona rita de souza'";"119""";"";"'apto 1001 edf. jardins casa forte'";"'Casa Forte'";"";"3251,23";"368,88";"368,88";"2019""";"''";"''";"'CONCLUIDO'"
"'2020-01-07'";"2020-01-07 00:00:00";"807449.41";"100.00";"'Apartamento > 4 Pavimentos'";"'rua dona rita de souza'";"119""";"";"'apto 602 edf. jardins casa forte'";"'Casa Forte'";"";"3251,23";"368,88";"368,88";"2019""";"''";"''";"'CONCLUIDO'"
"'2020-02-11'";"2020-02-11 00:00:00";"807449.41";"100.00";"'Apartamento > 4 Pavimentos'";"'rua dona rita de souza'";"119""";"";"'apto 1401 edf. jardins casa forte'";"'Casa Forte'";"";"3251,23";"368,88";"368,88";"2019""";"''";"''";"'CONCLUIDO'"
"'2020-08-05'";"2020-08-05 00:00:00";"807449.41";"100.00";"'Apartamento > 4 Pavimentos'";"'rua dona rita de souza'";"119""";"";"'apto 1402 edf. jardins casa forte'";"'Casa Forte'";"";"3251,23";"368,88";"368,88";"2019""";"''";"''";"'CONCLUIDO'"
"'2020-01-30'";"2020-01-30 00:00:00";"807449.41";"100.00";"'Apartamento > 4 Pavimentos'";"'rua dona rita de souza'";"119""";"";"'apto 1002 edf. jardins casa forte'";"'Casa Forte'";"";"3251,23";"368,88";"368,88";"2019""";"''";"''";"'CONCLUIDO'"
"'2020-10-20'";"2020-10-20 00:00:00";"807449.41";"100.00";"'Apartamento > 4 Pavimentos'";"'rua dona rita de souza'";"119""";"";"'apto 1201 edf. jardins casa forte'";"'Casa Forte'";"";"3251,23";"368,88";"368,88";"2019""";"''";"''";"'CONCLUIDO'"
"'2020-06-10'";"2020-06-10 00:00:00";"837000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua dona rita de souza'";"119""";"";"'apto 1202 edf. jardins casa forte'";"'Casa Forte'";"";"3251,23";"368,88";"368,88";"2019""";"''";"''";"'CONCLUIDO'"
"'2020-08-03'";"2020-08-03 00:00:00";"1801238.93";"100.00";"'Apartamento > 4 Pavimentos'";"'rua dona rita de souza'";"119""";"";"'apto 1301 edf. jardins casa forte'";"'Casa Forte'";"";"3251,23";"368,88";"368,88";"2019""";"''";"''";"'CONCLUIDO'"
"'2020-02-18'";"2020-02-18 00:00:00";"807449.41";"100.00";"'Apartamento > 4 Pavimentos'";"'rua dona rita de souza'";"119""";"";"'apto 1302 edf. jardins casa forte'";"'Casa Forte'";"";"3251,23";"368,88";"368,88";"2019""";"''";"''";"'CONCLUIDO'"
"'2020-07-01'";"2020-07-01 00:00:00";"400000.00";"100.00";"'Apartamento <= 4 Pavimentos'";"'rua dona rita de souza'";"63""";"";"'apto 0201 edf buganvilia'";"'Casa Forte'";"";"588,96";"108,78";"108,78";"1993""";"''";"''";"'CONCLUIDO'"
"'2020-03-31'";"2020-03-31 00:00:00";"285000.00";"100.00";"'Apartamento <= 4 Pavimentos'";"'rua dona rita de souza'";"63""";"";"'apto 0201 edf buganvilia'";"'Casa Forte'";"";"588,96";"108,78";"108,78";"1993""";"''";"''";"'CONCLUIDO'"
"'2020-11-13'";"2020-11-13 00:00:00";"443085.55";"100.00";"'Apartamento > 4 Pavimentos'";"'est do encanamento'";"719""";"";"'apto 501 sobrado gilberto freyre'";"'Casa Forte'";"";"1700,6";"109,6";"109,6";"2016""";"''";"''";"'CONCLUIDO'"
"'2020-03-02'";"2020-03-02 00:00:00";"435000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'est do encanamento'";"719""";"";"'apto 101 sobrado gilberto freyre'";"'Casa Forte'";"";"1700,6";"109,6";"109,6";"2016""";"''";"''";"'CONCLUIDO'"
"'2020-11-18'";"2020-11-18 00:00:00";"438758.52";"100.00";"'Apartamento > 4 Pavimentos'";"'est do encanamento'";"719""";"";"'apto 301 sobrado gilberto freyre'";"'Casa Forte'";"";"1700,6";"109,6";"109,6";"2016""";"''";"''";"'CONCLUIDO'"
"'2020-09-02'";"2020-09-02 00:00:00";"448357.04";"100.00";"'Apartamento > 4 Pavimentos'";"'est do encanamento'";"719""";"";"'apto 703 sobrado gilberto freyre'";"'Casa Forte'";"";"1700,6";"109,84";"109,84";"2016""";"''";"''";"'CONCLUIDO'"
"'2020-03-09'";"2020-03-09 00:00:00";"461000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'est do encanamento'";"719""";"";"'apto 1301 sobrado gilberto freyre'";"'Casa Forte'";"";"1700,6";"109,6";"109,6";"2016""";"''";"''";"'CONCLUIDO'"
"'2020-10-16'";"2020-10-16 00:00:00";"468600.85";"100.00";"'Apartamento > 4 Pavimentos'";"'est do encanamento'";"719""";"";"'apto 1603 sobrado gilberto freyre'";"'Casa Forte'";"";"1700,6";"109,84";"109,84";"2016""";"''";"''";"'CONCLUIDO'"
"'2020-12-29'";"2020-12-29 00:00:00";"631750.74";"100.00";"'Apartamento > 4 Pavimentos'";"'est das ubaias'";"572""";"";"'apto 1402 edf barao de granito'";"'Casa Forte'";"";"1578,0";"156,03";"156,03";"2012""";"''";"''";"'CONCLUIDO'"
"'2020-06-04'";"2020-06-04 00:00:00";"511000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'est das ubaias'";"572""";"";"'apto 101 edf barao de granito'";"'Casa Forte'";"";"1578,0";"156,03";"156,03";"2012""";"''";"''";"'CONCLUIDO'"
"'2020-10-05'";"2020-10-05 00:00:00";"592710.52";"100.00";"'Apartamento > 4 Pavimentos'";"'est das ubaias'";"572""";"";"'apto 102 edf barao de granito'";"'Casa Forte'";"";"1578,0";"156,03";"156,03";"2012""";"''";"''";"'CONCLUIDO'"
"'2020-08-31'";"2020-08-31 00:00:00";"422000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua dona rita de souza'";"26""";"";"'apto 0601 edf vitória régia'";"'Casa Forte'";"";"619,58";"153,15";"153,15";"1989""";"''";"''";"'CONCLUIDO'"
"'2020-11-25'";"2020-11-25 00:00:00";"515000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av dezessete de agosto'";"1869""";"";"'apto 1202 bloco a'";"'Poco'";"";"2960,66";"119,4";"119,4";"1984""";"''";"''";"'CONCLUIDO'"
"'2020-02-20'";"2020-02-20 00:00:00";"380061.07";"100.00";"'Apartamento > 4 Pavimentos'";"'av dezessete de agosto'";"1845""";"";"'apto 303 edf george latache residence'";"'Poco'";"";"1010,39";"101,46";"101,46";"2004""";"''";"''";"'CONCLUIDO'"
"'2020-11-03'";"2020-11-03 00:00:00";"389465.53";"100.00";"'Apartamento > 4 Pavimentos'";"'av dezessete de agosto'";"1845""";"";"'apto 802 edf george latache residence'";"'Poco'";"";"1010,39";"101,45";"101,45";"2004""";"''";"''";"'CONCLUIDO'"
"'2020-10-19'";"2020-10-19 00:00:00";"1200000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua padre jose edwaldo gomes'";"65""";"";"'apto 1302 edf oliveira santos'";"'Casa Forte'";"";"4349,3";"271,23";"271,23";"2004""";"''";"''";"'CONCLUIDO'"
"'2020-10-26'";"2020-10-26 00:00:00";"1620000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua padre jose edwaldo gomes'";"65""";"";"'apto 2602 edf oliveira santos'";"'Casa Forte'";"";"4349,3";"271,23";"271,23";"2004""";"''";"''";"'CONCLUIDO'"
"'2020-10-22'";"2020-10-22 00:00:00";"1400000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua padre jose edwaldo gomes'";"65""";"";"'apto 2701 edf oliveira santos'";"'Casa Forte'";"";"4349,3";"271,23";"271,23";"2004""";"''";"''";"'CONCLUIDO'"
"'2020-09-30'";"2020-09-30 00:00:00";"1007000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'prc de casa forte'";"354""";"";"'apto 501 edf praca de casa forte'";"'Casa Forte'";"";"2241,0";"239,78";"239,78";"2006""";"''";"''";"'CONCLUIDO'"
"'2020-08-06'";"2020-08-06 00:00:00";"352000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua edson alvares'";"71""";"";"'apto 0201 edf bosque arrayanes'";"'Casa Forte'";"";"966,0";"120,5";"120,5";"1979""";"''";"''";"'CONCLUIDO'"
"'2020-03-04'";"2020-03-04 00:00:00";"1060498.00";"100.00";"'Casa'";"'rua dona anunciada de morais'";"39""";"";"''";"'Casa Forte'";"";"278,4";"319,68";"319,68";"2012""";"''";"''";"'CONCLUIDO'"
"'2020-12-29'";"2020-12-29 00:00:00";"200000.00";"100.00";"'Sala > 4 Pavimentos'";"'prc de casa forte'";"381""";"";"'sala 208 emp alcides fernandes'";"'Casa Forte'";"";"1116,96";"40,7";"40,7";"2008""";"''";"''";"'CONCLUIDO'"
"'2020-07-14'";"2020-07-14 00:00:00";"1470000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'prc de casa forte'";"317""";"";"'apto 2702 edf freguesia de casa forte'";"'Casa Forte'";"";"4994,27";"262,92";"262,92";"2007""";"''";"''";"'CONCLUIDO'"
"'2020-07-15'";"2020-07-15 00:00:00";"1157000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'prc de casa forte'";"317""";"";"'apto 2702 edf freguesia de casa forte'";"'Casa Forte'";"";"4994,27";"262,92";"262,92";"2007""";"''";"''";"'CONCLUIDO'"
"'2020-07-30'";"2020-07-30 00:00:00";"760000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua visconde de ouro preto'";"103""";"";"'apto 0901 edf tamango'";"'Casa Forte'";"";"1017,53";"232,27";"232,27";"1988""";"''";"''";"'CONCLUIDO'"
"'2020-10-24'";"2020-10-24 00:00:00";"2350000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua visconde de ouro preto'";"51""";"";"'apto 1501 edf luiz numeriano'";"'Casa Forte'";"";"2572,99";"375,02";"375,02";"2008""";"''";"''";"'CONCLUIDO'"
"'2020-02-11'";"2020-02-11 00:00:00";"600000.00";"100.00";"'Casa'";"'av dezessete de agosto'";"1512""";"";"''";"'Casa Forte'";"";"321,83";"296,5";"296,5";"1939""";"''";"''";"'CONCLUIDO'"
"'2020-01-30'";"2020-01-30 00:00:00";"271007.64";"100.00";"'Apartamento > 4 Pavimentos'";"'av dezessete de agosto'";"1536""";"";"'apto 0402 edf studio 17'";"'Casa Forte'";"";"826,6";"65,26";"65,26";"2003""";"''";"''";"'CONCLUIDO'"
"'2020-09-09'";"2020-09-09 00:00:00";"628378.13";"100.00";"'Apartamento > 4 Pavimentos'";"'est das ubaias'";"713""";"";"'apto 202 edf estação das ubaias'";"'Casa Forte'";"";"1640,44";"173,39";"173,39";"2011""";"''";"''";"'CONCLUIDO'"
"'2020-02-14'";"2020-02-14 00:00:00";"683043.27";"100.00";"'Apartamento > 4 Pavimentos'";"'est das ubaias'";"713""";"";"'apto 1901 edf estação das ubaias'";"'Casa Forte'";"";"1640,44";"173,39";"173,39";"2011""";"''";"''";"'CONCLUIDO'"
"'2020-10-07'";"2020-10-07 00:00:00";"1235000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'est das ubaias'";"685""";"";"'apto 1301 edf jardim das ubaias'";"'Casa Forte'";"";"1555,15";"311,29";"311,29";"2013""";"''";"''";"'CONCLUIDO'"
"'2020-01-02'";"2020-01-02 00:00:00";"790000.00";"100.00";"'Casa'";"'av dezessete de agosto'";"1673""";"";"''";"'Poco'";"";"371,25";"200,05";"200,05";"1958""";"''";"''";"'CONCLUIDO'"
"'2020-12-01'";"2020-12-01 00:00:00";"550000.00";"100.00";"'Casa'";"'rua benicio tavares whatley dias'";"117""";"";"'casa 019h'";"'Poco'";"";"144,0";"213,62";"213,62";"1970""";"''";"''";"'CONCLUIDO'"
"'2020-11-12'";"2020-11-12 00:00:00";"450000.00";"100.00";"'Casa'";"'rua dra helena moura leite'";"117""";"";"'casa 26 a'";"'Poco'";"";"99,26";"104,86";"104,86";"1970""";"''";"''";"'CONCLUIDO'"
"'2020-11-05'";"2020-11-05 00:00:00";"900000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua jaco velosino'";"251""";"";"'apto 1301 edf anna maria'";"'Casa Forte'";"";"1042,36";"261,79";"261,79";"2004""";"''";"''";"'CONCLUIDO'"
"'2020-11-17'";"2020-11-17 00:00:00";"1260000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'prc de casa forte'";"551""";"";"'apto 1901 edf villa da praça'";"'Casa Forte'";"";"1710,92";"347,69";"347,69";"2007""";"''";"''";"'CONCLUIDO'"
"'2020-05-04'";"2020-05-04 00:00:00";"1260000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'prc de casa forte'";"551""";"";"'apto 2001 edf villa da praça'";"'Casa Forte'";"";"1710,92";"347,69";"347,69";"2007""";"''";"''";"'CONCLUIDO'"
"'2020-05-04'";"2020-05-04 00:00:00";"1260000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'prc de casa forte'";"551""";"";"'apto 2001 edf villa da praça'";"'Casa Forte'";"";"1710,92";"347,69";"347,69";"2007""";"''";"''";"'CONCLUIDO'"
"'2020-01-10'";"2020-01-10 00:00:00";"310000.00";"100.00";"'Apartamento <= 4 Pavimentos'";"'av dezessete de agosto'";"1427""";"";"'apto 0303 edf helena caldas'";"'Poco'";"";"798,63";"130,24";"130,24";"1977""";"''";"''";"'CONCLUIDO'"
"'2020-07-23'";"2020-07-23 00:00:00";"1200000.00";"100.00";"'Casa'";"'est real do poco'";"373""";"";"'casa a'";"'Poco'";"";"6445,0";"217,28";"217,28";"2002""";"''";"''";"'CONCLUIDO'"
"'2020-10-21'";"2020-10-21 00:00:00";"1074862.00";"100.00";"'Casa'";"'est real do poco'";"373""";"";"'casa g'";"'Poco'";"";"6445,0";"249,08";"249,08";"2002""";"''";"''";"'CONCLUIDO'"
"'2020-05-14'";"2020-05-14 00:00:00";"1290000.00";"100.00";"'Casa'";"'est real do poco'";"373""";"";"'casa l'";"'Poco'";"";"6445,0";"249,08";"249,08";"2002""";"''";"''";"'CONCLUIDO'"
"'2020-05-15'";"2020-05-15 00:00:00";"1290000.00";"100.00";"'Casa'";"'est real do poco'";"373""";"";"'casa l'";"'Poco'";"";"6445,0";"249,08";"249,08";"2002""";"''";"''";"'CONCLUIDO'"
"'2020-02-20'";"2020-02-20 00:00:00";"805545.78";"100.00";"'Apartamento > 4 Pavimentos'";"'rua guilherme salazar'";"150""";"";"'apto 502 edf rouxinol - bloco c'";"'Poco'";"";"10348,96";"217,03";"217,03";"2014""";"''";"''";"'CONCLUIDO'"
"'2020-08-25'";"2020-08-25 00:00:00";"810000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua guilherme salazar'";"150""";"";"'apto 602 edf rouxinol - bloco c'";"'Poco'";"";"10348,96";"217,03";"217,03";"2014""";"''";"''";"'CONCLUIDO'"
"'2020-12-22'";"2020-12-22 00:00:00";"900000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua guilherme salazar'";"150""";"";"'apto 101 edf gaivota - bloco d'";"'Poco'";"";"10348,96";"217,03";"217,03";"2014""";"''";"''";"'CONCLUIDO'"
"'2020-12-09'";"2020-12-09 00:00:00";"805545.78";"100.00";"'Apartamento > 4 Pavimentos'";"'rua guilherme salazar'";"150""";"";"'apto 502 edf gaivota - bloco d'";"'Poco'";"";"10348,96";"217,03";"217,03";"2014""";"''";"''";"'CONCLUIDO'"
